tab,product,ntb_orders,ntb_sales
CC_AUS,Glass Coat,0,0.0
CC_AUS,Headlight Kit,0,0.0
CC_AUS,Paint Sealant,0,0.0
CC_AUS,Plastic Restorer,0,0.0
CC_AUS,Tire Coat,0,0.0
CC_AUS,Trim Coat,0,0.0
CC_AUS,_TOTAL_,0,0.0
CC_CA,Headlight Kit,11,362.7
CC_CA,Paint Sealant,3,119.44
CC_CA,Plastic Restorer,0,0.0
CC_CA,Tire Coat,12,289.29
CC_CA,Trim Coat,17,639.68
CC_CA,_TOTAL_,43,1411.11
CC_DE,Glass Coat,0,0.0
CC_DE,Headlight Kit,0,0.0
CC_DE,Tire Coat,0,0.0
CC_DE,Trim Coat,0,0.0
CC_DE,_TOTAL_,0,0.0
CC_ES,Glass Coat,0,0.0
CC_ES,Headlight Kit,0,0.0
CC_ES,Paint Sealant,0,0.0
CC_ES,Tire Coat,0,0.0
CC_ES,Trim Coat,0,0.0
CC_ES,_TOTAL_,0,0.0
CC_FR,Glass Coat,0,0.0
CC_FR,Headlight Kit,6,114.72
CC_FR,Tire Coat,2,31.58
CC_FR,Trim Coat,0,0.0
CC_FR,_TOTAL_,8,146.3
CC_IT,Headlight Kit,1,18.81
CC_IT,Paint Sealant,0,0.0
CC_IT,Trim Coat,0,0.0
CC_IT,_TOTAL_,1,18.81
CC_NL,Glass Coat,0,0.0
CC_NL,Headlight Kit,0,0.0
CC_NL,Tire Coat,0,0.0
CC_NL,Trim Coat,0,0.0
CC_NL,_TOTAL_,0,0.0
CC_SA,Glass Coat,0,0.0
CC_SA,Headlight Kit,0,0.0
CC_SA,Interior Detailer,0,0.0
CC_SA,Paint Sealant,0,0.0
CC_SA,Pro Ceramic Coating,0,0.0
CC_SA,Tire Coat,0,0.0
CC_SA,_TOTAL_,0,0.0
CC_UK,Glass Coat,0,0.0
CC_UK,Headlight Kit,26,388.96
CC_UK,Interior Detailer,0,0.0
CC_UK,Paint Sealant,1,14.96
CC_UK,Tire Coat,0,0.0
CC_UK,Trim Coat,0,0.0
CC_UK,Vehicle Shampoo,0,0.0
CC_UK,_TOTAL_,27,403.92
CC_US,Glass Coat,0,0.0
CC_US,Headlight Kit,359,7815.62
CC_US,Interior Detailer,0,0.0
CC_US,Microfiber Towels,0,0.0
CC_US,Paint Sealant,155,3032.53
CC_US,Plastic Restorer,0,0.0
CC_US,Pro Ceramic Coating,0,0.0
CC_US,Tire Coat,11,203.39
CC_US,Trim Coat,83,1478.22
CC_US,Vehicle Shampoo,0,0.0
CC_US,Wheel Sealant,0,0.0
CC_US,_TOTAL_,608,12529.76
CL_US,B09MGQHB9F,0,0.0
CL_US,B0B94PYZKW,0,0.0
CL_US,B0B94RT7J7,0,0.0
CL_US,B0BMJCDZMK,0,0.0
CL_US,B0BMJLWV7C,0,0.0
CL_US,B0BMJM26HP,0,0.0
CL_US,B0BMJM7RB5,0,0.0
CL_US,B0CJRTVXWG,0,0.0
CL_US,B0CJRV63CT,0,0.0
CL_US,B0CJRWK18R,0,0.0
CL_US,B0CJRX3LHC,0,0.0
CL_US,B0CJRXFW47,0,0.0
CL_US,B0CJRXFW4F,0,0.0
CL_US,B0CJRXKWBN,18,483.73
CL_US,B0CKZLGRVL,0,0.0
CL_US,B0CL14BYN9,0,0.0
CL_US,B0CL14NFZG,0,0.0
CL_US,B0CL198163,0,0.0
CL_US,B0DDZ6CGK9,0,0.0
CL_US,B0DVPJNVN9,0,0.0
CL_US,_TOTAL_,25,791.42
PP_US,B00MI4YNO0,0,0.0
PP_US,B00MI516TO,0,0.0
PP_US,B00MI51IC4,1,35.57
PP_US,B00MI52DA0,0,0.0
PP_US,B00MI52OO0,0,0.0
PP_US,B00MI5357U,0,0.0
PP_US,B00MI53YI0,0,0.0
PP_US,B00MI55SM0,3,95.61
PP_US,B00MI567T8,1,28.94
PP_US,B00MI56M5M,0,0.0
PP_US,B00MI5772O,0,0.0
PP_US,B00MI57JRM,0,0.0
PP_US,B00MI584TY,1,40.0
PP_US,B00MI59BVY,0,0.0
PP_US,B00MI5A2AS,0,0.0
PP_US,B00MI5B5L8,0,0.0
PP_US,B00MI5BJZ0,0,0.0
PP_US,B00MI5BOZK,1,26.67
PP_US,B07SLN2LHL,0,0.0
PP_US,B07WRS4FMH,0,0.0
PP_US,B07WSX9NP6,0,0.0
PP_US,B08C56YSWL,0,0.0
PP_US,B08C5KXZQK,0,0.0
PP_US,B08C5M41L8,0,0.0
PP_US,B08FXQS7GN,0,0.0
PP_US,B0985R1L43,0,0.0
PP_US,B0985Z6MFY,0,0.0
PP_US,B09B1D7Y1Y,0,0.0
PP_US,B0B9T5R14R,0,0.0
PP_US,B0B9T894XX,0,0.0
PP_US,B0BRLCQ14B,0,0.0
PP_US,B0BW2657Z5,0,0.0
PP_US,B0BW26CTFX,1,24.73
PP_US,B0C1B6VCC4,0,0.0
PP_US,B0C1CRC9DV,0,0.0
PP_US,B0CWWC2JW9,0,0.0
PP_US,B0CWWKZZB9,0,0.0
PP_US,B0CWWL36WC,0,0.0
PP_US,B0CWWL4KWK,0,0.0
PP_US,B0CXVYK7JJ,0,0.0
PP_US,B0CXWG9W58,0,0.0
PP_US,B0CXWM4TW2,0,0.0
PP_US,B0CY3H9K1L,0,0.0
PP_US,B0DDY9HQ9F,0,0.0
PP_US,B0FZDXG8JR,0,0.0
PP_US,_TOTAL_,28,912.24
